index,gene_symbol-0,n_cells-0,n_cells-1,means,dispersions,dispersions_norm
CCDC47,CCDC47,1697,118,0.07075031,0.2735997,-0.047932442
FTSJ3,FTSJ3,508,97,0.024690067,0.25418577,-0.10596302
PSMC5,PSMC5,4758,777,0.22181639,0.49857,0.6245303
CD79B,CD79B,1009,654,0.11852558,1.3853582,3.2752452
ICAM2,ICAM2,4955,647,0.23275006,0.9863916,1.2215724
TEX2,TEX2,67,7,0.0024182214,0.2182093,-0.21350095
CEP95,CEP95,374,69,0.017178465,0.25650465,-0.09903159
GNA13,GNA13,734,101,0.03077383,0.27621925,-0.04010234
RGS9,RGS9,33,8,0.0015247659,0.35830677,0.20526694
PRKCA,PRKCA,303,119,0.017332882,0.2747797,-0.0444053
HELZ,HELZ,636,141,0.029397482,0.22645655,-0.18884891
PITPNC1,PITPNC1,1784,213,0.079547666,0.3969487,0.32077223
NOL11,NOL11,1302,139,0.059283305,0.5888238,0.8943096
BPTF,BPTF,1173,177,0.05133711,0.23001723,-0.17820564
C17orf58,C17orf58,132,17,0.00608309,0.3603014,0.21122916
KPNA2,KPNA2,1742,119,0.0804757,0.4311029,0.4228632
AMZ2,AMZ2,1645,226,0.07231685,0.28947303,-0.00048523326
ARSG,ARSG,329,62,0.016203023,0.644949,1.0620745
PRKAR1A,PRKAR1A,4602,468,0.18935522,0.31763157,0.08368398
ABCA5,ABCA5,136,29,0.00712343,0.28450644,-0.015330948
LINC00511,LINC00511,12,3,0.00088927225,0.51944256,0.6869209
SLC39A11,SLC39A11,89,43,0.0051944,0.6665354,1.1265987
FAM104A,FAM104A,1663,235,0.071601965,0.2667281,-0.0684725
KIF19,KIF19,43,10,0.0016614728,0.4068128,0.35025716
CD300A,CD300A,788,339,0.045364436,0.40164018,0.33479562
CD300E,CD300E,4042,166,0.19931489,0.3859372,0.28785762
RAB37,RAB37,121,166,0.012300923,0.23666862,-0.15832385
SLC9A3R1,SLC9A3R1,1031,442,0.0605255,0.5305653,0.7201681
NAT9,NAT9,509,174,0.0300409,1.6083257,3.941721
TMEM104,TMEM104,38,30,0.0029664508,0.34063545,0.15244529
FDXR,FDXR,99,22,0.005018711,0.27292132,-0.04996023
ICT1,ICT1,1068,189,0.050872244,0.3384857,0.1460194
ATP5H,ATP5H,6676,960,0.30449426,0.68820024,0.40248573
SLC16A5,SLC16A5,68,13,0.0030997344,0.26744428,-0.06633175
ARMC7,ARMC7,340,71,0.016772212,0.8536008,1.6857593
NT5C,NT5C,1024,341,0.05732545,0.8231077,1.5946119
HN1,HN1,3618,655,0.19684716,0.5337064,0.7295572
GGA3,GGA3,313,48,0.014928472,1.0023934,2.130518
MRPS7,MRPS7,3519,428,0.15559113,0.32899734,0.11765762
MIF4GD,MIF4GD,1576,298,0.07210844,0.5666565,0.8280488
SLC25A19,SLC25A19,1302,52,0.05511471,0.22652167,-0.18865427
TSEN54,TSEN54,865,178,0.039709494,0.26855636,-0.06300763
MYO15B,MYO15B,56,52,0.0044427924,0.21531913,-0.22214
RECQL5,RECQL5,102,21,0.0052666073,0.25514293,-0.103101954
SMIM5,SMIM5,112,6,0.0054818434,0.5020135,0.6348234
GALK1,GALK1,521,145,0.02559866,1.3058755,3.0376618
UNK,UNK,645,64,0.026657656,0.22347137,-0.19777197
WBP2,WBP2,2595,411,0.11534701,0.2545177,-0.10497082
TRIM65,TRIM65,163,54,0.008186285,0.23229875,-0.17138591
FBF1,FBF1,125,17,0.00546403,0.30525935,0.04670194
TEN1,TEN1,952,187,0.041795257,0.31688085,0.081439994
SRP68,SRP68,1337,167,0.05764428,0.21774302,-0.21489468
GALR2,GALR2,35,9,0.002451195,0.62149346,0.991963
UBALD2,UBALD2,1734,294,0.0808404,0.364223,0.22295128
PRPSAP1,PRPSAP1,1066,195,0.048317168,0.2787646,-0.03249397
SPHK1,SPHK1,2483,18,0.102899946,0.29005688,0.0012599851
UBE2O,UBE2O,117,27,0.005907622,0.24086696,-0.14577451
PRCD,PRCD,135,10,0.0057817255,0.35371742,0.19154884
ST6GALNAC1,ST6GALNAC1,222,8,0.009743155,0.35779244,0.20372956
RP11-318A15.2,RP11-318A15.2,34,5,0.0014345825,0.2849892,-0.013887898
MXRA7,MXRA7,49,4,0.0021986766,0.23726024,-0.15655543
JMJD6,JMJD6,1909,163,0.08113073,0.410768,0.36207977
METTL23,METTL23,1911,388,0.09035658,0.4099035,0.35949567
SRSF2,SRSF2,5701,1057,0.31777647,0.9520179,1.127153
SEPT9,SEPT9,1761,909,0.11000479,0.37434453,0.25320572
RP11-936I5.1,RP11-936I5.1,48,55,0.0045162383,0.21642864,-0.21882354
TNRC6C,TNRC6C,337,133,0.018771827,0.32157734,0.09547835
TMC6,TMC6,637,368,0.040767334,0.23303868,-0.16917416
TMC8,TMC8,246,366,0.026093176,0.72155,1.2910439
SYNGR2,SYNGR2,3132,364,0.16496779,0.5154804,0.6750775
TK1,TK1,45,17,0.0024664653,0.36826196,0.2350242
BIRC5,BIRC5,8,8,0.0007323898,0.44011506,0.4498016
SOCS3,SOCS3,3996,469,0.19674197,0.5917309,0.9029992
USP36,USP36,457,107,0.02324863,0.8166501,1.5753093
LGALS3BP,LGALS3BP,2329,171,0.110179275,0.4569555,0.50013965
CBX8,CBX8,61,11,0.0031175902,0.42401874,0.4016878
EIF4A3,EIF4A3,4445,325,0.1937845,0.37279898,0.24858588
RNF213,RNF213,6897,611,0.3155543,0.51451766,-0.07459407
ENDOV,ENDOV,627,96,0.027560143,0.24592587,-0.13065282
ENTHD2,ENTHD2,394,65,0.017041087,0.24547236,-0.13200843
C17orf89,C17orf89,2521,386,0.118105024,0.28094763,-0.025968665
RP11-1055B8.7,RP11-1055B8.7,5,5,0.0005239994,0.4953781,0.61498934
C17orf70,C17orf70,117,51,0.006822024,0.6376066,1.0401272
NPLOC4,NPLOC4,271,65,0.0125706075,0.38784316,0.29355472
OXLD1,OXLD1,1492,250,0.06997873,1.0420629,2.2490947
CCDC137,CCDC137,650,89,0.0295536,0.23186557,-0.17268072
ARL16,ARL16,1126,149,0.050156523,0.331972,0.12654923
RP13-1032I1.7,RP13-1032I1.7,239,75,0.011787287,0.28134403,-0.024783777
MRPL12,MRPL12,1105,228,0.05698595,0.42202714,0.39573467
ARHGDIA,ARHGDIA,5762,781,0.25869948,0.5151049,-0.07298106
ANAPC11,ANAPC11,5129,660,0.22481368,0.30537897,0.04705952
PCYT2,PCYT2,406,84,0.017924234,0.23348126,-0.16785124
SIRT7,SIRT7,1701,231,0.0731106,0.2531865,-0.10894997
PYCR1,PYCR1,262,4,0.014354454,0.3369646,0.14147271
STRA13,STRA13,1338,295,0.0640458,0.4593011,0.50715095
DCXR,DCXR,3087,476,0.1386428,0.2934427,0.011380577
RFNG,RFNG,45,46,0.0050781523,2.1615314,5.5953183
GPS1,GPS1,942,155,0.041879114,0.6634776,1.1174586
SLC16A3,SLC16A3,4707,194,0.22577894,0.39490947,0.31467676
CD7,CD7,8283,990,0.47416937,0.9842961,0.24701099
HEXDC,HEXDC,554,66,0.022944437,0.26046985,-0.08717915
C17orf62,C17orf62,1994,417,0.0928469,0.6295362,1.0160038
NARF,NARF,1422,221,0.06792953,0.51242876,0.6659558
FOXK2,FOXK2,98,41,0.0065912264,1.4563414,3.4874222
RAB40B,RAB40B,71,29,0.0042364686,0.22992128,-0.17849244
FN3KRP,FN3KRP,887,153,0.042356666,0.5317373,0.7236714
FN3K,FN3K,16,19,0.0015057222,0.2395406,-0.14973913
TBCD,TBCD,973,96,0.039759483,0.32202244,0.0968088
USP14,USP14,1314,165,0.058407426,0.22158279,-0.20341718
THOC1,THOC1,823,76,0.037792686,0.29324603,0.010792721
RP11-705O1.8,RP11-705O1.8,13,10,0.0010357824,0.5139521,0.67050916
TYMS,TYMS,32,16,0.0019254376,0.29118055,0.004618758
ENOSF1,ENOSF1,316,74,0.015538854,0.49450845,0.61238986
YES1,YES1,80,7,0.004236546,1.2231588,2.790412
RP11-672L10.6,RP11-672L10.6,31,9,0.0016598362,0.26272297,-0.08044431
METTL4,METTL4,592,67,0.026543474,0.44514877,0.46484795
NDC80,NDC80,237,20,0.010519904,1.1923407,2.698293
SMCHD1,SMCHD1,6958,322,0.2957855,0.4700815,-0.1966535
LPIN2,LPIN2,1704,126,0.07026636,0.36487433,0.22489817
RP13-270P17.1,RP13-270P17.1,19,4,0.0009001678,0.23561363,-0.16147733
DLGAP1-AS1,DLGAP1-AS1,1409,67,0.054048482,0.50496674,0.6436509
LINC00667,LINC00667,1437,203,0.062076006,0.33582383,0.1380628
LINC00526,LINC00526,246,35,0.010604028,0.22638507,-0.18906258
ZBTB14,ZBTB14,233,59,0.010786774,0.34138188,0.15467645
L3MBTL4,L3MBTL4,93,3,0.0034230151,0.23247752,-0.17085154
RAB12,RAB12,20,3,0.000830298,0.32936412,0.118753955
RP11-143J12.2,RP11-143J12.2,313,94,0.013732089,0.26881397,-0.0622376
TWSG1,TWSG1,195,21,0.008387183,0.59577423,0.91508526
RALBP1,RALBP1,1229,167,0.052288264,0.41267696,0.36778587
VAPA,VAPA,6390,775,0.28557727,0.56429446,0.06213526
NAPG,NAPG,667,62,0.027960733,0.26176846,-0.083297454
GNAL,GNAL,50,9,0.0016903497,0.24583443,-0.13092616
CHMP1B,CHMP1B,2929,697,0.14507759,0.34097287,0.15345389
MPPE1,MPPE1,528,199,0.026743528,0.27548298,-0.04230313
IMPA2,IMPA2,98,90,0.0070508528,0.48000747,0.5690447
AFG3L2,AFG3L2,746,86,0.032001413,0.28174442,-0.023586951
PSMG2,PSMG2,4756,499,0.20602003,0.56081915,0.8106004
CEP76,CEP76,200,10,0.008043256,0.2927233,0.00923021
RP11-973H7.4,RP11-973H7.4,111,15,0.004886683,0.37964433,0.26904747
RP11-973H7.1,RP11-973H7.1,36,8,0.0020831812,0.3447136,0.16463536
PTPN2,PTPN2,2853,429,0.12445968,0.2373048,-0.1564222
CEP192,CEP192,194,30,0.008412093,0.22801733,-0.18418357
LDLRAD4,LDLRAD4,1015,76,0.048332687,0.57221335,0.844659
FAM210A,FAM210A,509,54,0.021978192,0.22153436,-0.20356195
RNMT,RNMT,1147,117,0.048099987,0.3071143,0.052246626
ESCO1,ESCO1,995,50,0.04049487,0.4002084,0.33051592
SNRPD1,SNRPD1,3990,579,0.19076845,0.40618518,0.34838116
ABHD3,ABHD3,2270,186,0.09261026,0.24946612,-0.1200706
RP11-535A5.1,RP11-535A5.1,22,14,0.001623861,0.24078919,-0.14600697
TMEM241,TMEM241,32,8,0.0015918235,0.23132154,-0.17430688
TTC39C,TTC39C,2161,359,0.10111259,0.48659545,0.58873695
RP11-403A21.2,RP11-403A21.2,97,57,0.0067055994,0.2308092,-0.17583835
SS18,SS18,511,45,0.020623926,0.39193487,0.30578533
PSMA8,PSMA8,32,3,0.001509825,0.3437153,0.16165136
TAF4B,TAF4B,269,24,0.012345317,0.3319626,0.12652108
DSC2,DSC2,27,4,0.0012231001,0.27419725,-0.046146333
RNF125,RNF125,1523,175,0.07052477,0.5398313,0.74786514
RNF138,RNF138,1612,218,0.07117868,0.42730504,0.41151094
KLHL14,KLHL14,16,6,0.00081093336,0.28303754,-0.019721653
MAPRE2,MAPRE2,615,207,0.033555813,0.32479796,0.10510516
ZNF397,ZNF397,419,50,0.018174017,0.3088932,0.057563968
ZNF24,ZNF24,2557,293,0.112269305,0.23794013,-0.15452313
ZNF396,ZNF396,32,3,0.0013967621,0.3062266,0.04959321
INO80C,INO80C,1132,128,0.047810715,0.2565065,-0.09902607
C18orf21,C18orf21,1448,134,0.058447473,0.25134882,-0.11444298
SLC39A6,SLC39A6,830,77,0.036453348,0.44697422,0.47030443
ELP2,ELP2,876,145,0.041208267,0.26525226,-0.072883956
TPGS2,TPGS2,1610,141,0.06452356,0.29163635,0.0059811883
KIAA1328,KIAA1328,219,49,0.010741856,0.23633814,-0.1593117
SLC14A1,SLC14A1,37,7,0.0014033708,0.63536257,1.0334195
ATP5A1,ATP5A1,7709,1119,0.3490997,0.6953499,0.4221247
HAUS1,HAUS1,1313,184,0.05843943,0.36909366,0.23751023
C18orf25,C18orf25,574,48,0.02464789,0.22513703,-0.19279315
RNF165,RNF165,7,5,0.0005186433,0.36829,0.23510803
PIAS2,PIAS2,229,41,0.00973885,0.4077468,0.353049
IER3IP1,IER3IP1,2817,379,0.12198436,0.37842757,0.2654104
SMAD7,SMAD7,385,18,0.013480991,0.32283872,0.099248774
RPL17,RPL17,10540,2587,0.76410204,1.1537322,0.095211826
MBD1,MBD1,898,104,0.0386687,0.36937177,0.23834155
CXXC1,CXXC1,920,163,0.044417907,0.5881458,0.89228296
RAB27B,RAB27B,119,23,0.0052011614,0.29423237,0.013741001
TCF4,TCF4,935,80,0.04437286,0.36756498,0.23294082
NARS,NARS,2365,249,0.1098235,0.8014995,1.5300224
RP11-35G9.3,RP11-35G9.3,489,102,0.022944247,0.67699623,1.1578674
NEDD4L,NEDD4L,52,7,0.0025228742,0.6690803,1.1342058
MALT1,MALT1,846,125,0.037549507,0.8965094,1.8140182
ZNF532,ZNF532,51,7,0.0022605222,0.23451398,-0.1647643
SEC11C,SEC11C,3764,443,0.17601886,0.5984438,0.92306495
LMAN1,LMAN1,1641,135,0.070863724,0.34820518,0.1750721
PMAIP1,PMAIP1,3884,354,0.22188912,1.0014771,2.127779
RP11-879F14.2,RP11-879F14.2,42,5,0.0024700013,0.826543,1.6048802
KIAA1468,KIAA1468,104,36,0.0058237365,0.21930614,-0.21022235
BCL2,BCL2,630,209,0.035164263,0.41375613,0.37101164
KDSR,KDSR,1264,137,0.057158686,0.36713815,0.23166499
RP11-635N19.1,RP11-635N19.1,165,24,0.006989027,0.21375889,-0.22680375
SERPINB2,SERPINB2,947,3,0.08942678,1.675923,4.143778
DSEL,DSEL,40,13,0.0021444145,0.36370534,0.22140391
TMX3,TMX3,427,80,0.0199181,0.59540766,0.91398954
CCDC102B,CCDC102B,19,15,0.0013644317,0.35874197,0.20656781
TIMM21,TIMM21,336,47,0.01512394,0.23872145,-0.1521877
CYB5A,CYB5A,1610,264,0.07267431,0.32428306,0.10356608
ZADH2,ZADH2,460,73,0.021114029,0.8701076,1.7351
ZNF236,ZNF236,276,43,0.01188223,0.2402693,-0.14756097
RP11-862L9.3,RP11-862L9.3,15,6,0.0010656101,0.2826438,-0.020898614
MBP,MBP,3814,271,0.15678097,0.37522155,0.25582722
NFATC1,NFATC1,875,98,0.039399438,0.3484403,0.17577487
HSBP1L1,HSBP1L1,304,84,0.015210309,0.23826587,-0.15354946
TXNL4A,TXNL4A,1816,399,0.08578735,0.22283289,-0.19968048
RBFA,RBFA,459,96,0.02226359,0.31661084,0.0806329
TRIB3,TRIB3,183,35,0.009638774,0.42755586,0.41226065
RBCK1,RBCK1,6926,562,0.31464803,0.55084825,0.025200546
TBC1D20,TBC1D20,882,91,0.036488175,0.25275987,-0.110225186
FAM110A,FAM110A,968,209,0.045002393,0.37694442,0.2609771
PSMF1,PSMF1,2980,420,0.13102862,0.23331258,-0.16835545
SNPH,SNPH,28,5,0.0014180561,0.24290876,-0.13967133
SDCBP2,SDCBP2,102,5,0.004106909,0.26886117,-0.062096495
RP11-314N13.3,RP11-314N13.3,12,6,0.00097370974,0.4108796,0.36241338
NSFL1C,NSFL1C,2539,284,0.112957045,0.35579047,0.19774543
SIRPG,SIRPG,85,160,0.010552643,0.36209884,0.21660191
STK35,STK35,110,17,0.0054186303,0.79316276,1.5051029
SNRPB,SNRPB,7000,929,0.31971908,0.56538105,0.06511997
ZNF343,ZNF343,78,11,0.0035273728,0.3707886,0.24257663
NOP56,NOP56,2023,390,0.10600792,0.4568913,0.49994776
IDH3B,IDH3B,2394,468,0.113026425,0.35262772,0.18829161
PTPRA,PTPRA,1712,181,0.0709178,0.3815151,0.27463934
MRPS26,MRPS26,1995,360,0.09423342,0.35106114,0.1836089
OXT,OXT,70,5,0.003119884,0.30462837,0.044815883
DDRGK1,DDRGK1,1939,322,0.0877689,0.43197843,0.42548025
ITPA,ITPA,1437,339,0.072228886,0.55388504,0.78987354
C20orf27,C20orf27,600,347,0.04253465,1.1569946,2.5926392
CDC25B,CDC25B,917,240,0.04645867,0.2926643,0.009053827
RP11-119B16.2,RP11-119B16.2,234,24,0.010229588,0.23103073,-0.17517616
PANK2,PANK2,2740,222,0.11344799,0.29377759,0.012381599
PRNP,PRNP,2409,281,0.11210218,0.72643405,1.3056428
TMEM230,TMEM230,4946,836,0.21846265,0.2533402,-0.108490475
PCNA,PCNA,1381,162,0.06371962,0.8999755,1.8243787
CHGB,CHGB,10,6,0.00073097425,0.3902881,0.30086297
TRMT6,TRMT6,1114,84,0.048219815,0.3504372,0.18174386
CRLS1,CRLS1,766,167,0.041044883,0.69303566,1.2058111
TMX4,TMX4,1059,198,0.049107224,0.5549737,0.7931277
ANKEF1,ANKEF1,51,11,0.0027576152,0.27598044,-0.04081616
MKKS,MKKS,2316,297,0.09879279,0.31933904,0.0887878
TASP1,TASP1,291,74,0.015784616,1.169137,2.6289344
ESF1,ESF1,1190,84,0.049763776,0.28734642,-0.006841905
NDUFAF5,NDUFAF5,292,31,0.013011435,0.32084954,0.09330286
MACROD2,MACROD2,51,22,0.0036822222,0.40884912,0.356344
SNRPB2,SNRPB2,5148,355,0.2167902,0.29034698,0.0021271158
BFSP1,BFSP1,7,6,0.0005739473,0.5343433,0.7314609
DSTN,DSTN,3080,533,0.13879983,0.34107435,0.15375721
SNX5,SNX5,1143,291,0.05662433,0.5897864,0.89718693
MGME1,MGME1,429,91,0.01982475,0.33108515,0.123898305
PET117,PET117,658,147,0.031388715,0.42318195,0.39918652
CSRP2BP,CSRP2BP,119,32,0.006206324,0.2320224,-0.17221193
ZNF133,ZNF133,98,17,0.0041104103,0.36868,0.23627377
POLR3F,POLR3F,455,57,0.020152139,0.21830618,-0.21321133
SEC23B,SEC23B,1477,108,0.06025612,0.2924668,0.008463477
LINC00493,LINC00493,4003,513,0.17013064,0.38057187,0.27181998
NAA20,NAA20,3947,368,0.17518975,0.47855267,0.56469613
XRN2,XRN2,3167,375,0.13992912,0.24536341,-0.13233407
THBD,THBD,104,12,0.005015448,0.3629355,0.21910281
CD93,CD93,139,46,0.008019064,1.2896122,2.9890487
NXT1,NXT1,2467,363,0.11771978,0.3977512,0.32317105
GZF1,GZF1,195,30,0.009291635,0.5762314,0.8566695
CST3,CST3,8114,1075,1.0254903,1.7995085,0.81578237
CST7,CST7,4160,535,0.26935413,1.5598896,2.7968848
APMAP,APMAP,3240,331,0.13803607,0.57656103,0.85765475
ACSS1,ACSS1,403,146,0.021766389,0.29506412,0.016227208
ENTPD6,ENTPD6,369,75,0.01690647,0.21371134,-0.22694588
ABHD12,ABHD12,1343,89,0.056177877,0.9982907,2.1182547
ZNF337-AS1,ZNF337-AS1,30,16,0.0018587296,0.30513108,0.04631853
ZNF337,ZNF337,123,22,0.005532336,0.27183616,-0.053203907
FRG1B,FRG1B,718,277,0.03913835,0.21415639,-0.22561556
ID1,ID1,34,164,0.011223187,0.5367803,0.7387454
RP11-243J16.7,RP11-243J16.7,16,7,0.00093836035,0.27607813,-0.040524147
PDRG1,PDRG1,824,113,0.039244466,0.349616,0.17928919
TM9SF4,TM9SF4,447,94,0.021432927,0.21358386,-0.22732693
PLAGL2,PLAGL2,114,60,0.0072852583,1.9292828,4.9011
KIF3B,KIF3B,205,37,0.008490866,0.38474637,0.28429806
ASXL1,ASXL1,590,155,0.02930297,0.22923951,-0.18053034
CDK5RAP1,CDK5RAP1,1024,94,0.046177678,0.33320847,0.13024518
SNTA1,SNTA1,47,7,0.0021870784,0.32621592,0.109343626
NECAB3,NECAB3,62,30,0.004429404,2.1843915,5.6636496
ACTL10,ACTL10,119,16,0.0047213165,0.22701569,-0.1871776
PXMP4,PXMP4,190,43,0.012214832,2.3620746,6.1947656
RALY,RALY,3839,611,0.17498524,0.8244846,1.5987275
AHCY,AHCY,504,139,0.026636887,0.23153113,-0.17368041
DYNLRB1,DYNLRB1,5073,761,0.22326972,0.25079265,-0.116105445
MAP1LC3A,MAP1LC3A,607,39,0.023884257,0.2736612,-0.047748663
PIGU,PIGU,311,63,0.015503383,0.8231853,1.5948439
UQCC1,UQCC1,257,66,0.013940163,1.5225072,3.6851993
ERGIC3,ERGIC3,3246,682,0.15427373,0.43190855,0.42527136
SPAG4,SPAG4,121,17,0.005595735,0.25798362,-0.09461077
CPNE1,CPNE1,2303,97,0.094491094,0.35114127,0.18384844
RBM39,RBM39,7716,954,0.3468149,0.7226564,0.4971317
AAR2,AAR2,527,63,0.023508549,0.27601013,-0.040727437
MYL9,MYL9,127,27,0.010044659,1.5981703,3.9113653
TGIF2,TGIF2,594,44,0.025896652,0.3046326,0.044828534
SLA2,SLA2,1073,118,0.04652795,0.5270745,0.70973366
SAMHD1,SAMHD1,3634,653,0.1663001,0.3028876,0.039612476
RPN2,RPN2,4805,602,0.21386658,0.82770324,1.6083485
BLCAP,BLCAP,1603,212,0.06889887,0.4106003,0.3615785
CTNNBL1,CTNNBL1,2963,275,0.12423208,0.45328808,0.48917732
TTI1,TTI1,245,35,0.011114581,0.28195432,-0.022959542
ACTR5,ACTR5,225,27,0.009212914,0.25468776,-0.10446252
PPP1R16B,PPP1R16B,269,34,0.011991271,0.25696307,-0.097661324
MAFB,MAFB,5089,260,0.3303266,0.7622443,0.6058736
TOP1,TOP1,2878,184,0.11932008,0.22077765,-0.20582384
CHD6,CHD6,606,122,0.027301919,0.21850607,-0.21261385
SRSF6,SRSF6,1240,179,0.05805675,0.41455045,0.37338597
L3MBTL1,L3MBTL1,30,9,0.0019743633,0.25408942,-0.10625103
IFT52,IFT52,592,124,0.028139595,0.24328914,-0.13853432
MYBL2,MYBL2,50,12,0.0043559135,0.90355307,1.8350725
TOX2,TOX2,73,6,0.003149531,0.4027039,0.33797526
OSER1,OSER1,4290,240,0.17604724,0.31941086,0.08900249
OSER1-AS1,OSER1-AS1,305,64,0.013621969,0.214751,-0.22383818
FITM2,FITM2,53,5,0.002105337,0.27388313,-0.047085263
TTPAL,TTPAL,559,42,0.02282885,0.3710534,0.24336813
SERINC3,SERINC3,2187,219,0.09192037,0.2349199,-0.16355096
PKIG,PKIG,557,117,0.03096943,0.4892399,0.59664154
ADA,ADA,5021,303,0.3179871,0.8894882,0.95539343
RP11-445H22.3,RP11-445H22.3,302,15,0.013389039,0.26138228,-0.08445179
TOMM34,TOMM34,354,37,0.014672131,0.31873164,0.08697221
STK4,STK4,6013,557,0.25309688,0.46833324,-0.20145571
SYS1,SYS1,1523,203,0.068761624,0.3532251,0.19007728
PIGT,PIGT,1454,223,0.06238663,0.293207,0.010676023
DNTTIP1,DNTTIP1,1948,184,0.08481502,1.0996592,2.421257
UBE2C,UBE2C,21,8,0.0021406729,0.9268395,1.9046783
TNNC2,TNNC2,25,7,0.0013437609,0.24688585,-0.12778333
CTSA,CTSA,1987,405,0.09590916,0.33689463,0.14126354
MMP9,MMP9,468,6,0.023647895,0.62322366,0.9971348
CD40,CD40,2842,164,0.13220432,0.3575722,0.20307124
SLC35C2,SLC35C2,967,164,0.044217013,0.21755806,-0.21544757
TP53RK,TP53RK,1560,133,0.062709756,0.24172854,-0.14319913
NCOA3,NCOA3,654,138,0.03058399,0.30892462,0.05765786
CSE1L,CSE1L,325,62,0.0153783215,0.21936464,-0.21004747
STAU1,STAU1,1780,125,0.07225102,0.31159747,0.06564733
DDX27,DDX27,1771,237,0.080494255,0.40225992,0.3366481
ZFAS1,ZFAS1,9084,1318,0.44679034,0.59534377,0.14742303
SPATA2,SPATA2,274,31,0.0123678325,0.22867252,-0.18222514
RNF114,RNF114,4663,363,0.2066265,0.26675433,-0.0683941
CEBPB,CEBPB,7917,872,0.47864956,0.7815827,-0.06522873
RP11-290F20.3,RP11-290F20.3,3541,307,0.1966072,0.4409457,0.45228451
PTPN1,PTPN1,2302,198,0.10023632,0.27107787,-0.055470526
FAM65C,FAM65C,71,4,0.0030876377,0.3462656,0.16927452
PARD6B,PARD6B,25,6,0.0011891484,0.21566488,-0.2211065
BCAS4,BCAS4,662,144,0.03303706,0.32981303,0.12009581
ADNP,ADNP,173,31,0.008320669,0.47283667,0.54761034
DPM1,DPM1,3927,277,0.163943,0.37432978,0.2531616
MOCS3,MOCS3,337,25,0.014598126,0.6767324,1.1570789
KCNG1,KCNG1,41,23,0.004613349,2.228092,5.7942758
NFATC2,NFATC2,527,106,0.024140997,0.23506561,-0.16311543
ATP9A,ATP9A,16,5,0.00080120296,0.5485289,0.7738634
ZFP64,ZFP64,97,38,0.005154518,0.2840271,-0.016763754
TSHZ2,TSHZ2,1770,108,0.07372616,0.52010584,0.68890345
ZNF217,ZNF217,545,63,0.023351705,0.4315598,0.4242289
PFDN4,PFDN4,916,57,0.037199613,0.29382247,0.012515757
FAM210B,FAM210B,429,79,0.022421911,3.1110368,8.433502
AURKA,AURKA,69,6,0.00312955,0.4060829,0.34807545
CSTF1,CSTF1,961,75,0.039793715,0.3991592,0.32737967
RTFDC1,RTFDC1,3746,566,0.16521439,0.3987878,0.32626954
FAM209A,FAM209A,6,3,0.0003388505,0.55936366,0.80624974
RAE1,RAE1,1385,144,0.056494504,0.2710175,-0.05565101
RP4-800J21.3,RP4-800J21.3,78,11,0.0034169694,0.34929895,0.17834152
RBM38,RBM38,678,212,0.035871077,0.3361038,0.13889964
ZBP1,ZBP1,1853,155,0.0774216,1.3357157,3.1268578
PMEPA1,PMEPA1,863,15,0.03331759,0.34347054,0.16091973
RAB22A,RAB22A,1075,128,0.047445178,0.31310782,0.070161946
STX16,STX16,682,226,0.03752589,0.9489774,1.9708513
NELFCD,NELFCD,1190,221,0.056010917,0.32939455,0.11884491
CTSZ,CTSZ,2593,303,0.12160856,0.25178725,-0.113132484
TUBB1,TUBB1,314,53,0.028225176,2.0312274,5.205824
SLMO2,SLMO2,2120,280,0.0944812,0.25537556,-0.10240658
ZNF831,ZNF831,24,14,0.0018105191,0.31955686,0.0894389
PPP1R3D,PPP1R3D,298,24,0.011948831,0.2633389,-0.078603245
RP11-429E11.3,RP11-429E11.3,45,3,0.001781187,0.2952858,0.016889805
CABLES2,CABLES2,7,7,0.00065435475,0.8678465,1.7283413
MRGBP,MRGBP,192,49,0.009169413,0.81991744,1.5850757
COL9A3,COL9A3,145,7,0.0060296888,0.37957165,0.26883018
DIDO1,DIDO1,606,100,0.027595192,0.42125088,0.39341432
GID8,GID8,1727,283,0.074494705,0.47125003,0.54286766
HAR1A,HAR1A,53,17,0.0029970321,0.31004837,0.061016902
YTHDF1,YTHDF1,204,57,0.009624322,0.23035672,-0.17719086
HELZ2,HELZ2,2617,175,0.1044747,0.24747267,-0.12602925
CTD-3184A7.4,CTD-3184A7.4,748,158,0.034626406,0.22985108,-0.17870227
STMN3,STMN3,940,285,0.047451586,0.39514244,0.31537312
TPD52L2,TPD52L2,2000,210,0.08365476,0.2999928,0.03095961
UCKL1,UCKL1,392,133,0.02094171,0.3834426,0.28040096
PRPF6,PRPF6,1887,280,0.086033985,0.34741506,0.17271034
LINC00176,LINC00176,43,164,0.009754244,0.29636577,0.020117983
TCEA2,TCEA2,445,145,0.02447385,0.45231292,0.48626244
RGS19,RGS19,2206,724,0.123144895,0.6085768,0.9533536
PCMTD2,PCMTD2,358,118,0.017384244,0.2896514,4.792647e-05
MADCAM1,MADCAM1,51,3,0.002024723,0.29986387,0.030574238
TPGS1,TPGS1,2259,324,0.1004083,0.38526738,0.28585538
GZMM,GZMM,1700,664,0.106634796,0.6371662,1.0388107
RNF126,RNF126,1275,437,0.070020884,0.4066956,0.3499069
PRSS57,PRSS57,27,13,0.0020354586,0.29013848,0.0015038935
PTBP1,PTBP1,1258,319,0.062293086,0.21766487,-0.2151283
